Access	File ID	Object ID	File Name	ICGC Donor	Specimen ID	Specimen Type	Sample ID	Repository	Project	Study	Data Type	Experimental Strategy	Format	Size (bytes)
controlled	FI41594	f2503f64-a84d-5d7f-a095-8662fcef248a	5e2f2386cc571c0182953f9fee5f5ede.bam	DO52589	SP116448	Primary tumour - solid tissue	SA541982	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.5251937254E11
controlled	FI41593	0a490c3c-9b05-5c1d-a478-8fb5bd13199c	fea703adbfc25a5356f5f0c629961ff9.bam	DO52589	SP116449	Normal - blood derived	SA541983	Azure - Toronto,EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.24250171534E11
controlled	FI41230	70432e2c-88f9-5870-9543-899fff998d93	368dbc1d6bafe7ff0fba385888821b89.bam	DO52564	SP116384	Normal - blood derived	SA541947	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.17813417165E11
controlled	FI809731	1812d319-6acf-584e-a263-acd33d929ee6	-2636fd0eda99f4e7eb69d28317606ab9.bam	DO52626	SP116548	Primary tumour - solid tissue	SA541998	AWS - Virginia,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.97074056E8
controlled	FI37163	7df1c29d-7343-529d-b3ea-3ec0d2a102d3	6e7be063c5e91a802c89888fbf52ae82.bam	DO52625	SP116546	Normal - blood derived	SA541997	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.08308816148E11
controlled	FI25982	71741b91-f5d8-5ba0-9e7b-2c6384cb8c44	f665fc5c67b645d3038770c49c02fb02.bam	DO52623	SP116542	Primary tumour - solid tissue	SA541994	Azure - Toronto,AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.43665952601E11
controlled	FI15182	4efbbaa2-32b5-51fb-8291-e56162c8a14e	08f4328f1b8bcf45a332ffe896531b03.bam	DO52622	SP116539	Primary tumour - solid tissue	SA541992	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.51957845603E11
controlled	FI30389	0a1156be-c309-5589-8c9a-7440132a2f4a	94dced3c46499e0d5bed39088ef025ec.bam	DO52601	SP116485	Normal - blood derived	SA541941	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto	BOCA-UK	PCAWG			BAM	9.7355353045E10
controlled	FI803897	61a04bca-ed23-5931-a780-48e412d2ca66	-81b02f66883d5502793983c48a3ab79d.bam	DO52572	SP116401	Primary tumour - solid tissue	SA541960	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	2.93233001E8
controlled	FI803839	3fa7ce5b-14b4-505e-8c6b-79e408a99c46	-64e32130bfc19b04ac6fb43adc6e3604.bam	DO52583	SP116435	Normal - blood derived	SA541917	Azure - Toronto,Collaboratory - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.46653205E8
controlled	FI803819	ab8e12fd-45ce-57d7-9193-b26cd916fec9	-1ae952a516d3a981c832cf95de9d4b20.bam	DO52584	SP116438	Normal - solid tissue	SA541919	AWS - Virginia,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.61180324E8
controlled	FI803661	647073be-e350-57ec-af23-8838c183b36c	-0e5a3377f656e2c83c7cd65a664fbe1e.bam	DO52608	SP116507	Normal - blood derived	SA541873	Collaboratory - Toronto,AWS - Virginia,Azure - Toronto	BOCA-UK	PCAWG			BAM	2.50961007E8
controlled	FI13071	c44adc03-23ef-576b-9d7b-11deca3f08b2	a275f6564a00ef628ff79cbd16bddd42.bam	DO52641	SP116586	Primary tumour - solid tissue	SA541898	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.35044975623E11
controlled	FI27488	abcf047d-57e2-5698-8c57-4d15a17d1f12	561249f63b7b65807ce0aeec745572e2.bam	DO52645	SP116596	Primary tumour - solid tissue	SA541904	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.36249652351E11
controlled	FI16983	0940dceb-057f-5e4f-9d93-733b99f90b37	4d4764559b73b3ee5dd35a79b7bbdba7.bam	DO52636	SP116571	Primary tumour - solid tissue	SA542014	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.43945396228E11
controlled	FI35481	1eebfe39-60e1-510b-bb1c-423ec0392d01	943d211159674c1f2973bba9840a7e02.bam	DO52575	SP116411	Normal - blood derived	SA541965	EGA - Hinxton,Azure - Toronto,AWS - Virginia,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	2.30682328752E11
controlled	FI803893	0eca57a0-af90-58ae-baea-8d717c1225ac	-83ab7ac530b2ee0a6cb195df8d884492.bam	DO52575	SP116409	Primary tumour - solid tissue	SA541964	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.79969837E8
controlled	FI803853	77f2c59e-73bb-5945-a689-1a29de545562	-3592a3dfd8f87f0d03a17a2e2758e4ed.bam	DO52597	SP116472	Primary tumour - solid tissue	SA541932	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	3.60835359E8
controlled	FI803859	7c98cf21-828a-538f-84cf-30defc8a3976	-9deb46a544af23b56f8ef67c805d27ca.bam	DO52642	SP116591	Normal - blood derived	SA541901	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	2.81598769E8
controlled	FI803727	a7700689-fa9e-526a-aae0-f8f7ae98ce86	-43c8f3d198f91c369c5a17a5dd33a81a.bam	DO52630	SP116558	Normal - blood derived	SA542005	AWS - Virginia,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.47385512E8
controlled	FI803705	6148ff71-fcc9-565c-be8e-0c4bbbf36d16	-29d628431aaa83639e684b3481ba7b47.bam	DO52596	SP116469	Primary tumour - solid tissue	SA541930	Azure - Toronto,AWS - Virginia,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	5.72419897E8
controlled	FI803711	cf29f7a0-64f1-504a-91ac-3045e475475e	-747351fcbce916b22cf23184412d039e.bam	DO52580	SP116426	Normal - blood derived	SA541973	AWS - Virginia,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	2.35360893E8
controlled	FI803687	84655ee9-ff18-58da-8e7f-1ae2e64ebf1f	-7cf2ebd8e80ff23ddd2f67f124dc7fb3.bam	DO52577	SP116417	Normal - blood derived	SA541967	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	6.39367804E8
controlled	FI803663	9c4b250f-b87e-514f-95d7-2b7fd3c250d9	-2aaf3eee5c612b9fd1507722dcaf91ab.bam	DO52608	SP116505	Primary tumour - solid tissue	SA541872	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	2.78804292E8
controlled	FI803917	cbe60b2a-f74f-585b-b2d0-597917f9b1f5	-1a4c45ba2dd127f831bb11d39497b4cd.bam	DO52603	SP116490	Primary tumour - solid tissue	SA541944	AWS - Virginia,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	8.22010212E8
controlled	FI37854	8860bee9-8d2b-51db-9461-21c361e23bb5	9e9d5f8b4e50da0d117e0865fcba745c.bam	DO52612	SP116515	Primary tumour - solid tissue	SA541878	Azure - Toronto,AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	BOCA-UK	PCAWG			BAM	1.4300173151E11
controlled	FI31194	0429cf19-1d42-5755-8862-319f0d311e60	3cd898848e6bccd676972d536ce4159e.bam	DO52588	SP116446	Primary tumour - solid tissue	SA541980	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.62440798762E11
controlled	FI26390	f4c2325f-e51c-5876-9d93-13d06fac3ed8	852c8f01b65d51b2ed01adfa15d88ad7.bam	DO52646	SP116601	Normal - blood derived	SA541907	Azure - Toronto,EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.2738998064E11
controlled	FI42014	5df6322d-5590-51fd-bd39-5aa62c84a55b	0004f66bfe7597b67af4ce5f990890de.bam	DO52595	SP116467	Normal - blood derived	SA541929	Azure - Toronto,AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	BOCA-UK	PCAWG			BAM	1.55073426645E11
controlled	FI809765	645aa8fc-a4c8-59ed-9e19-ee3c45adbb52	-ad4aeedc224c6be5e21e26c038a43df4.bam	DO52604	SP116495	Normal - blood derived	SA541987	Azure - Toronto,AWS - Virginia,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.68187517E8
controlled	FI809737	168baaae-2b41-52ff-b215-150df34db00e	-1612f8544dc963747e394d5fac768b86.bam	DO52640	SP116584	Normal - blood derived	SA541897	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	2.32005502E8
controlled	FI50984	0fc95b9a-71c9-58c6-b02f-a593b83719ec	cbb366530e07ffe759133f09f874b9b2.bam	DO52643	SP116595	Normal - blood derived	SA541903	Azure - Toronto,Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	BOCA-UK	PCAWG			BAM	1.04268693624E11
controlled	FI22477	54c80e6b-987f-5bc5-875e-282cc80b61da	e9b2cbc302dbb6ff2c7f1383b84df9f5.bam	DO52611	SP116512	Primary tumour - solid tissue	SA541876	EGA - Hinxton,Collaboratory - Toronto,Azure - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.34841274171E11
controlled	FI36903	dae5c7a6-9b46-5f60-a268-9b50a537c971	abca37398ecaf8947b48eaa60680586a.bam	DO52631	SP116559	Primary tumour - solid tissue	SA542006	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.62272624292E11
controlled	FI36902	bee0daff-5875-5d30-991b-8bc97179c20f	4279b93ee06b0dd52f5609d2bedf34f8.bam	DO52631	SP116560	Normal - blood derived	SA542007	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.09172159444E11
controlled	FI31361	4789d257-f8c1-5607-bda3-ccb1da143a7b	ae4bebfbb355ef4996e9bffe254f1973.bam	DO52594	SP116464	Normal - blood derived	SA541927	Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.34016666977E11
controlled	FI803068	003bde66-cfcc-563f-aa49-f1db153d1a79	-3bff6fb6d22946b29f935e60def05e65.bam	DO52606	SP116501	Normal - blood derived	SA541871	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	2.44632385E8
controlled	FI803875	bea1e173-6f5a-5aa2-9df3-f2eaa7d24574	-d71e49c6637a497f14f36938e772a1b0.bam	DO52617	SP116527	Normal - blood derived	SA541887	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	2.54805189E8
controlled	FI803827	52c89649-49a6-58a8-9cde-88beda97ca05	-1b6fabec9b3deec470696335c32d5f8a.bam	DO52629	SP116553	Primary tumour - solid tissue	SA542002	Azure - Toronto,AWS - Virginia,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.54119459E8
controlled	FI803735	e04b2f17-30c6-5568-83f4-038b95d67285	-9791e68368e8e21636cf9e629d6fafaf.bam	DO52627	SP116552	Normal - blood derived	SA542001	Azure - Toronto,AWS - Virginia,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	3.90312908E8
controlled	FI803689	02b0b23b-5a4e-550b-ac41-d582ac7a21f9	-d3cbbd1ed1ac03389e559b51f02927cc.bam	DO52585	SP116441	Normal - blood derived	SA541977	Collaboratory - Toronto,Azure - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.63746023E8
controlled	FI803699	26508373-62cc-5a5d-991a-d4569787f6d4	-92a65acef03597a1e00eff319bde3b44.bam	DO52615	SP116522	Normal - blood derived	SA541883	Collaboratory - Toronto,AWS - Virginia,Azure - Toronto	BOCA-UK	PCAWG			BAM	5.1680829E8
controlled	FI809747	f91257cb-002f-553b-b3ae-484b4d68360f	-902916bdf3467ba69b91a37fb2dd8653.bam	DO52646	SP116599	Primary tumour - solid tissue	SA541906	AWS - Virginia,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	3.77929733E8
controlled	FI3950	315d4d77-5222-5308-b715-7de09cbeab85	56e9ea4825d86f21a3fa9804bc198e86.bam	DO52621	SP116536	Primary tumour - solid tissue	SA541990	EGA - Hinxton,Azure - Toronto,Collaboratory - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.71318344713E11
controlled	FI8818	a2228d83-573a-5847-8be3-c5be1a63fbd8	64e32130bfc19b04ac6fb43adc6e3604.bam	DO52583	SP116435	Normal - blood derived	SA541917	EGA - Hinxton,AWS - Virginia,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.27782541054E11
controlled	FI803082	db2f5fef-9913-56a0-a53a-80b9f57daa6f	-adb67999ca1fe33525afde4b1a7258a0.bam	DO52587	SP116442	Primary tumour - solid tissue	SA541978	AWS - Virginia,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	2.21725536E8
controlled	FI803090	6fc7a517-ed30-5625-bda9-b5df94a3d4f0	-8fcbefb5d7d9f42b5e55447424db60d6.bam	DO52593	SP116459	Primary tumour - solid tissue	SA541924	Collaboratory - Toronto,AWS - Virginia,Azure - Toronto	BOCA-UK	PCAWG			BAM	4.05188126E8
controlled	FI803054	2c80244f-ee77-5e55-bed3-91c1d9e9c39b	-39e6b1b736b9dbc108415c59737bd43f.bam	DO52565	SP116386	Normal - blood derived	SA541949	AWS - Virginia,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.73369021E8
controlled	FI803883	fd6053f2-1a53-5610-a67a-cca1e06f238c	-33ed53a4af5db311d8a6d595df8ce1f9.bam	DO52591	SP116455	Normal - blood derived	SA541921	Collaboratory - Toronto,AWS - Virginia,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.16268691E8
controlled	FI803725	61254d7e-adaf-56f9-9e51-2a87828142cf	-97ecece74ac1d2cfb04450f36b71959a.bam	DO52643	SP116593	Primary tumour - solid tissue	SA541902	Azure - Toronto,AWS - Virginia,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	2.71124182E8
controlled	FI803691	8e07cf4b-9a3a-547e-891d-ff6a74540ce3	-d49530e603ffa85a902fa3a0a6086a0b.bam	DO52585	SP116440	Primary tumour - solid tissue	SA541976	Collaboratory - Toronto,Azure - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	3.7379322E8
controlled	FI33489	cb292da2-9f05-577d-a014-48c3034bfc72	3bff6fb6d22946b29f935e60def05e65.bam	DO52606	SP116501	Normal - blood derived	SA541871	Collaboratory - Toronto,AWS - Virginia,Azure - Toronto,EGA - Hinxton	BOCA-UK	PCAWG			BAM	1.76942612547E11
controlled	FI15596	6d601f79-e483-5320-8c4c-d41d44865fdc	92a65acef03597a1e00eff319bde3b44.bam	DO52615	SP116522	Normal - blood derived	SA541883	Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.47214509394E11
controlled	FI27072	0200367d-2e3d-59e0-9400-d65081a3ef05	1d826b27a356a722e26e97c0cf85ad29.bam	DO52616	SP116523	Primary tumour - solid tissue	SA541884	AWS - Virginia,EGA - Hinxton,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.4452360963E11
controlled	FI809771	8283c32c-ad9c-59c9-bba8-31583cf179fd	-ef3344347e59a94378b7f67dd7d398dc.bam	DO52601	SP116484	Primary tumour - solid tissue	SA541940	Collaboratory - Toronto,Azure - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	2.70191989E8
controlled	FI25981	51a52dda-9602-5f76-936f-8d44f2a2e348	8d35619347952f08d81bcd78beb4e64e.bam	DO52623	SP116543	Normal - blood derived	SA541995	AWS - Virginia,EGA - Hinxton,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.0449549631E11
controlled	FI39584	6dfbc941-be0c-56ca-98ad-b5082bd9f5e9	8bd227324581c8abb36f2a83cb991146.bam	DO52597	SP116473	Normal - blood derived	SA541933	Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.0421090771E11
controlled	FI47403	d69e9b40-a79a-597d-a8ae-070ee7f3a7a5	edbec27d86e3c619ca715ad6674ddb5c.bam	DO52632	SP116563	Normal - blood derived	SA542009	EGA - Hinxton,AWS - Virginia,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.05656496802E11
controlled	FI47404	df36afe8-7b07-5c2a-9a36-a79b0403c8e1	0f2af469789af057c1f5f9a7f82f5d61.bam	DO52632	SP116562	Primary tumour - solid tissue	SA542008	Collaboratory - Toronto,Azure - Toronto,EGA - Hinxton,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.67128952688E11
controlled	FI46519	b0f746ed-0909-5baf-b49f-96960122343e	8fa15ee32cf3bd6aa032b33726b06941.bam	DO52576	SP116412	Primary tumour - solid tissue	SA541912	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.49640628455E11
controlled	FI51189	be6ac971-e072-588b-939c-1616732caf70	459793d5b324900a2f9dd1ec079a368e.bam	DO52598	SP116476	Normal - blood derived	SA541935	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.09032289252E11
controlled	FI37853	033be91d-f208-5180-8b9c-700eb6560d1d	a8f33eb6ca9e93900208de2780e02b65.bam	DO52612	SP116517	Normal - blood derived	SA541879	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.32333771185E11
controlled	FI30639	2acb1f15-5a42-534d-99de-8b9f6ca75f21	3b5374f10b49f1e771f1b33283509d9c.bam	DO52580	SP116424	Primary tumour - solid tissue	SA541972	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.53855974926E11
controlled	FI19332	71059b59-ab1f-50ee-89a4-3e973d2917cc	718db53891f8efef65f825d8c8756fff.bam	DO52600	SP116481	Primary tumour - solid tissue	SA541938	Collaboratory - Toronto,Azure - Toronto,EGA - Hinxton,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.43911683597E11
controlled	FI803885	2947da58-493f-5610-ae1d-d61a5980d9e1	-12cb482b0ce20ad883c13ca3e26313b0.bam	DO52591	SP116453	Primary tumour - solid tissue	SA541920	Azure - Toronto,Collaboratory - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.21656498E8
controlled	FI803887	2f5c119e-0c6e-5292-a625-969e720d8787	-50654b0f20d65db1ed93a8934eeb5b7b.bam	DO52602	SP116488	Normal - blood derived	SA541943	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.33120379E8
controlled	FI803833	1ac80a6a-2d49-58ab-9f72-080dd20f8a75	-85d645c6314537ac6e866015774762c7.bam	DO52568	SP116392	Normal - blood derived	SA541953	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.30568464E8
controlled	FI803841	ef827b58-31ac-5a9f-a945-8d4eb3a768c6	-9a5a53e214268ebe2d0b62cba0ebc16d.bam	DO52583	SP116434	Primary tumour - solid tissue	SA541916	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	2.7733803E8
controlled	FI803855	d628ab4d-785b-5640-9988-43067d12e5b2	-0004f66bfe7597b67af4ce5f990890de.bam	DO52595	SP116467	Normal - blood derived	SA541929	Collaboratory - Toronto,AWS - Virginia,Azure - Toronto	BOCA-UK	PCAWG			BAM	2.10233717E8
controlled	FI803759	96173a3a-5bfc-5a6e-8fcd-05a248385c70	-482e5e8b8ac5f1f70396b829085939e7.bam	DO52588	SP116447	Normal - blood derived	SA541981	AWS - Virginia,Azure - Toronto,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.07850024E8
controlled	FI803695	d33edb52-f255-5e24-a072-1e788f191b37	-f665fc5c67b645d3038770c49c02fb02.bam	DO52623	SP116542	Primary tumour - solid tissue	SA541994	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto	BOCA-UK	PCAWG			BAM	3.70573322E8
controlled	FI803665	a55715e6-ea89-5c5d-953e-0bf52bcb3412	-27c6e06f744eb004af32433d957588a4.bam	DO52611	SP116514	Normal - blood derived	SA541877	Collaboratory - Toronto,Azure - Toronto,AWS - Virginia	BOCA-UK	PCAWG			BAM	2.49334901E8
controlled	FI812	db543879-12d1-5dc9-9fd8-494fdd6ddf11	2aaf3eee5c612b9fd1507722dcaf91ab.bam	DO52608	SP116505	Primary tumour - solid tissue	SA541872	EGA - Hinxton,Azure - Toronto,AWS - Virginia,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.47619606232E11
controlled	FI29395	f77cc97e-ae5e-550b-b211-4ea211294a23	1faf4818aef944ccd0cea1553aa19f55.bam	DO52605	SP116498	Normal - solid tissue	SA541869	EGA - Hinxton,Azure - Toronto,AWS - Virginia,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.52064946358E11
controlled	FI7229	904072a1-525b-5ce7-9e28-0a0c8e64ff00	247838a10a1c7321ceff74883737507a.bam	DO52592	SP116458	Normal - blood derived	SA541923	Azure - Toronto,EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.3996430252E11
controlled	FI26391	e0d1a5d5-3f0e-5b6e-afeb-d209297c07ca	902916bdf3467ba69b91a37fb2dd8653.bam	DO52646	SP116599	Primary tumour - solid tissue	SA541906	EGA - Hinxton,Azure - Toronto,AWS - Virginia,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.33446979671E11
controlled	FI30408	5c6978bd-8c42-53a8-a2f2-a15ed10301ca	29d628431aaa83639e684b3481ba7b47.bam	DO52596	SP116469	Primary tumour - solid tissue	SA541930	EGA - Hinxton,Azure - Toronto,AWS - Virginia,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.38267112047E11
controlled	FI4524	1e1da2a9-7988-56cf-96d7-fb76ea22a316	84efc0fa997bb145da8558ce3742bd13.bam	DO52613	SP116519	Normal - blood derived	SA541881	Collaboratory - Toronto,EGA - Hinxton,AWS - Virginia,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.13463943523E11
controlled	FI41231	ade444e6-3414-5530-841c-38d956802b4f	5b9fdbbabb2e1856a80b571147e503c9.bam	DO52564	SP116383	Primary tumour - solid tissue	SA541946	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.42645446534E11
controlled	FI51082	cfb28feb-0040-55c2-839f-c10fd043caa6	9f9361039a8e981aedfe4c73fabcc361.bam	DO52565	SP116385	Primary tumour - solid tissue	SA541948	AWS - Virginia,Collaboratory - Toronto,Azure - Toronto,EGA - Hinxton	BOCA-UK	PCAWG			BAM	1.41143454906E11
controlled	FI39585	1db0122a-debb-5f0b-a4c1-049f4393be70	3592a3dfd8f87f0d03a17a2e2758e4ed.bam	DO52597	SP116472	Primary tumour - solid tissue	SA541932	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton,Azure - Toronto	BOCA-UK	PCAWG			BAM	1.41099380966E11
controlled	FI16982	7560f7f9-6a3f-5078-9c65-b0dd54fc65d3	0492040c731fd42381efe0d8cc3d2e6e.bam	DO52636	SP116572	Normal - blood derived	SA542015	Azure - Toronto,Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	BOCA-UK	PCAWG			BAM	1.01609279436E11
